locus_tag	ftype	length_bp	gene	EC_number	COG	product
ATCC700743_05787	CDS	648				hypothetical protein
ATCC700743_05788	CDS	564				hypothetical protein
ATCC700743_05789	CDS	588				hypothetical protein
ATCC700743_05790	CDS	774				hypothetical protein
ATCC700743_05791	CDS	327				hypothetical protein
ATCC700743_05792	CDS	708				hypothetical protein
ATCC700743_05793	CDS	486				hypothetical protein
ATCC700743_05794	CDS	324				hypothetical protein
ATCC700743_05795	CDS	1968				hypothetical protein
ATCC700743_05796	CDS	1866				hypothetical protein
ATCC700743_05797	CDS	399				hypothetical protein
ATCC700743_05798	CDS	180				hypothetical protein
ATCC700743_05799	CDS	207				hypothetical protein
ATCC700743_05800	CDS	720				hypothetical protein
ATCC700743_05801	CDS	240				hypothetical protein
ATCC700743_05802	CDS	447				hypothetical protein
ATCC700743_05803	CDS	384	dnaA_2			Chromosomal replication initiator protein DnaA
ATCC700743_05804	CDS	195				hypothetical protein
ATCC700743_05805	CDS	336				hypothetical protein
ATCC700743_05806	CDS	222				hypothetical protein
ATCC700743_05807	CDS	675				hypothetical protein
ATCC700743_05808	CDS	444				hypothetical protein
ATCC700743_05809	CDS	285				hypothetical protein
ATCC700743_05810	CDS	174				hypothetical protein
ATCC700743_05811	CDS	1077				hypothetical protein
ATCC700743_05812	CDS	1293				hypothetical protein
ATCC700743_05813	CDS	918	hdfR_6			HTH-type transcriptional regulator HdfR
ATCC700743_05814	CDS	1440	der			GTPase Der
ATCC700743_05815	CDS	666				hypothetical protein
ATCC700743_05816	CDS	921				hypothetical protein
ATCC700743_05817	CDS	1260	sbmA		COG1133	Peptide antibiotic transporter SbmA
ATCC700743_05818	CDS	1161				hypothetical protein
ATCC700743_05819	CDS	225				hypothetical protein
ATCC700743_05820	CDS	915	perR			HTH-type transcriptional regulator PerR
ATCC700743_05821	CDS	1257		3.4.11.-	COG2309	Aminopeptidase T
ATCC700743_05822	CDS	357				hypothetical protein
ATCC700743_05823	CDS	351	yffB		COG1393	Protein YffB
ATCC700743_05824	CDS	354				hypothetical protein
ATCC700743_05825	CDS	705				hypothetical protein
ATCC700743_05826	CDS	1086	potA_13	3.6.3.31		Spermidine/putrescine import ATP-binding protein PotA
ATCC700743_05827	CDS	609	puuR_2			HTH-type transcriptional regulator PuuR
ATCC700743_05828	CDS	1071				hypothetical protein
ATCC700743_05829	CDS	822	ydcV_12			Inner membrane ABC transporter permease protein YdcV
ATCC700743_05830	CDS	885	potH_4		COG1176	Putrescine transport system permease protein PotH
ATCC700743_05831	CDS	918		3.1.1.99		6-deoxy-6-sulfogluconolactonase
ATCC700743_05832	CDS	723	lutR_5		COG2186	HTH-type transcriptional regulator LutR
ATCC700743_05833	CDS	1203	dgoD_7	4.2.1.6	COG4948	D-galactonate dehydratase
ATCC700743_05834	CDS	978				hypothetical protein
ATCC700743_05835	CDS	978	rbsC_22		COG1172	Ribose import permease protein RbsC
ATCC700743_05836	CDS	732	frcA_11	3.6.3.17	COG1129	Fructose import ATP-binding protein FrcA
ATCC700743_05837	CDS	756		1.1.1.390		Sulfoquinovose 1-dehydrogenase
ATCC700743_05838	CDS	870	yphB_2		COG2017	Uncharacterized protein YphB
ATCC700743_05839	CDS	1158				hypothetical protein
ATCC700743_05840	CDS	141				hypothetical protein
ATCC700743_05841	CDS	936				hypothetical protein
ATCC700743_05842	CDS	1089	rbsC_23		COG1172	Ribose import permease protein RbsC
ATCC700743_05843	CDS	792	frcA_12	3.6.3.17	COG1129	Fructose import ATP-binding protein FrcA
ATCC700743_05844	CDS	1023				hypothetical protein
ATCC700743_05845	CDS	591				hypothetical protein
ATCC700743_05846	CDS	252				hypothetical protein
ATCC700743_05847	CDS	3186	bepE_2			Efflux pump membrane transporter BepE
ATCC700743_05848	CDS	1155	mdtA_8			Multidrug resistance protein MdtA
ATCC700743_05849	CDS	915	gcvA_16			Glycine cleavage system transcriptional activator
ATCC700743_05850	CDS	789				hypothetical protein
ATCC700743_05851	CDS	693	gntR_3			Probable D-xylose utilization operon transcriptional repressor
ATCC700743_05852	CDS	1104		4.2.1.171		Cis-3-hydroxy-L-proline dehydratase
ATCC700743_05853	CDS	1185		5.1.1.-	COG4948	N-succinyl-L-Arg/Lys racemase
ATCC700743_05854	CDS	1665	sgrR			HTH-type transcriptional regulator SgrR
ATCC700743_05855	CDS	930	gsiC_7		COG0601	Glutathione transport system permease protein GsiC
ATCC700743_05856	CDS	879	ddpC_3		COG1173	Probable D,D-dipeptide transport system permease protein DdpC
ATCC700743_05857	CDS	2043			COG1123	Uncharacterized ABC transporter ATP-binding protein Rv1281c
ATCC700743_05858	CDS	921	hdfR_7			HTH-type transcriptional regulator HdfR
ATCC700743_05859	CDS	705				hypothetical protein
ATCC700743_05860	CDS	765	kduD_4	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
ATCC700743_05861	CDS	975				hypothetical protein
ATCC700743_05862	CDS	1074	opuAA	3.6.3.32	COG4175	Glycine betaine transport ATP-binding protein OpuAA
ATCC700743_05863	CDS	1980				hypothetical protein
ATCC700743_05864	CDS	1359				hypothetical protein
ATCC700743_05865	CDS	714				hypothetical protein
ATCC700743_05866	CDS	1041				hypothetical protein
ATCC700743_05867	CDS	966	yeaX	1.14.13.-	COG1018	Carnitine monooxygenase reductase subunit
ATCC700743_05868	CDS	597				hypothetical protein
ATCC700743_05869	CDS	1134	gcvT_4	2.1.2.10	COG0404	Aminomethyltransferase
ATCC700743_05870	CDS	288				hypothetical protein
ATCC700743_05871	CDS	378				hypothetical protein
ATCC700743_05872	CDS	162				hypothetical protein
ATCC700743_05873	CDS	1398				hypothetical protein
ATCC700743_05874	CDS	690				hypothetical protein
ATCC700743_05875	CDS	330				hypothetical protein
ATCC700743_05876	CDS	897	purF_2	2.4.2.14		Amidophosphoribosyltransferase
ATCC700743_05877	CDS	732				hypothetical protein
ATCC700743_05878	CDS	1329	fni_1	5.3.3.2		Isopentenyl-diphosphate delta-isomerase
ATCC700743_05879	CDS	1308	glnT	6.3.1.2		Glutamine synthetase
ATCC700743_05880	CDS	1254	soxB_4	1.5.3.1		Sarcosine oxidase subunit beta
ATCC700743_05881	CDS	276	soxD_4	1.5.3.1		Sarcosine oxidase subunit delta
ATCC700743_05882	CDS	2982	soxA_5	1.5.3.1		Sarcosine oxidase subunit alpha
ATCC700743_05883	CDS	627				hypothetical protein
ATCC700743_05884	CDS	2370	gcvT_5	2.1.2.10		Aminomethyltransferase
ATCC700743_05885	CDS	1785				hypothetical protein
ATCC700743_05886	CDS	1350	ntaA_2	1.14.14.10		Nitrilotriacetate monooxygenase component A
ATCC700743_05887	CDS	3141	mepB		COG0841	Multidrug/solvent efflux pump membrane transporter MepB
ATCC700743_05888	CDS	1143	bepF_2			Efflux pump periplasmic linker BepF
ATCC700743_05889	CDS	609				hypothetical protein
ATCC700743_05890	CDS	1641		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
ATCC700743_05891	CDS	966	deoR_4		COG2390	Deoxyribonucleoside regulator
ATCC700743_05892	CDS	2055	hcaB_5	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
ATCC700743_05893	CDS	1053				hypothetical protein
ATCC700743_05894	CDS	996	rbsC_24		COG1172	Ribose import permease protein RbsC
ATCC700743_05895	CDS	1512	mglA_10	3.6.3.17	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
ATCC700743_05896	CDS	1275	mtnK	2.7.1.100	COG4857	Methylthioribose kinase
ATCC700743_05897	CDS	1095	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
ATCC700743_05898	CDS	540	lrp_13		COG1522	Leucine-responsive regulatory protein
ATCC700743_05899	CDS	1176				hypothetical protein
ATCC700743_05900	CDS	474	ribH2	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase 2
ATCC700743_05901	CDS	1008	dhaK-2	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase 2, dihydroxyacetone-binding subunit DhaK
ATCC700743_05902	CDS	636	dhaL-2	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase 2, ADP-binding subunit DhaL
ATCC700743_05903	CDS	444	eryI	5.3.1.34	COG0698	D-erythrulose-4-phosphate isomerase
ATCC700743_05904	CDS	759	eryH	5.3.1.33		L-erythrulose-1-phosphate isomerase
ATCC700743_05905	CDS	729	glpR_6		COG1349	Glycerol-3-phosphate regulon repressor
ATCC700743_05906	CDS	1065	fda	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
ATCC700743_05907	CDS	942				hypothetical protein
ATCC700743_05908	CDS	1059				hypothetical protein
ATCC700743_05909	CDS	1518	glpD_3	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
ATCC700743_05910	CDS	1041	pdxB_1	1.1.1.290		Erythronate-4-phosphate dehydrogenase
ATCC700743_05911	CDS	1554	eryA	2.7.1.215		Erythritol kinase
ATCC700743_05912	CDS	1125	btuD_14	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
ATCC700743_05913	CDS	1119	ugpC_17	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
ATCC700743_05914	CDS	858	sugB_6		COG0395	Trehalose transport system permease protein SugB
ATCC700743_05915	CDS	924	sugA_4		COG1175	Trehalose transport system permease protein SugA
ATCC700743_05916	CDS	1446	eltP_2			Erythritol/L-threitol-binding protein
ATCC700743_05917	CDS	975	lsrR_2		COG2390	Transcriptional regulator LsrR
ATCC700743_05918	CDS	1305				hypothetical protein
ATCC700743_05919	CDS	1071				hypothetical protein
ATCC700743_05920	CDS	1110				hypothetical protein
ATCC700743_05921	CDS	1080	yehL		COG0714	Uncharacterized protein YehL
ATCC700743_05922	CDS	1407				hypothetical protein
ATCC700743_05923	CDS	1398				hypothetical protein
ATCC700743_05924	CDS	1314				hypothetical protein
ATCC700743_05925	CDS	1041	ugpC_18	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
ATCC700743_05926	CDS	846	sugB_7		COG0395	Trehalose transport system permease protein SugB
ATCC700743_05927	CDS	846	araP_2		COG1175	L-arabinose transport system permease protein AraP
ATCC700743_05928	CDS	1272				hypothetical protein
ATCC700743_05929	CDS	1044	cytR_2		COG1609	HTH-type transcriptional repressor CytR
ATCC700743_05930	CDS	1038	ftsZ_2		COG0206	Cell division protein FtsZ
ATCC700743_05931	CDS	699	mcbR_1		COG1802	HTH-type transcriptional regulator McbR
ATCC700743_05932	CDS	1356	puuA_4	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
ATCC700743_05933	CDS	861	murR		COG1737	HTH-type transcriptional regulator MurR
ATCC700743_05934	CDS	1257	murA_2	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
ATCC700743_05935	CDS	879	gspK_2	2.7.1.8	COG2971	Glucosamine kinase GspK
ATCC700743_05936	CDS	906	murQ_2	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
ATCC700743_05937	CDS	1518	gsiB		COG0747	Glutathione-binding protein GsiB
ATCC700743_05938	CDS	960	gsiC_8		COG0601	Glutathione transport system permease protein GsiC
ATCC700743_05939	CDS	840	gsiD_7		COG1173	Glutathione transport system permease protein GsiD
ATCC700743_05940	CDS	1749	gsiA_5	3.6.3.-	COG1123	Glutathione import ATP-binding protein GsiA
ATCC700743_05941	CDS	1020				hypothetical protein
ATCC700743_05942	CDS	1116	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
ATCC700743_05943	CDS	423		2.3.1.-		Acetyltransferase Atu2258
ATCC700743_05944	CDS	1386	dctD_1			C4-dicarboxylate transport transcriptional regulatory protein DctD
ATCC700743_05945	CDS	1992	dctB_1	2.7.13.3		C4-dicarboxylate transport sensor protein DctB
ATCC700743_05946	CDS	1329	dctA			C4-dicarboxylate transport protein
ATCC700743_05947	CDS	1020	glkA	2.7.1.2		Glucokinase
ATCC700743_05948	CDS	723	alsE	5.1.3.-	COG0036	D-allulose-6-phosphate 3-epimerase
ATCC700743_05949	CDS	834	rutD_2	3.5.1.-		Putative aminoacrylate hydrolase RutD
ATCC700743_05950	CDS	819				hypothetical protein
ATCC700743_05951	CDS	1077	gfo_3	1.1.99.28		Glucose--fructose oxidoreductase
ATCC700743_05952	CDS	822	iolE_5	4.2.1.44	COG1082	Inosose dehydratase
ATCC700743_05953	CDS	843	ycjP_7		COG0395	Inner membrane ABC transporter permease protein YcjP
ATCC700743_05954	CDS	897	lacF_8			Lactose transport system permease protein LacF
ATCC700743_05955	CDS	1248				hypothetical protein
ATCC700743_05956	CDS	1146	sugC_4	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
ATCC700743_05957	CDS	951	yihV_2	2.7.1.184		Sulfofructose kinase
ATCC700743_05958	CDS	801	griI	4.1.2.56	COG1830	2-amino-4,5-dihydroxy-6-oxo-7-(phosphonooxy)heptanoate synthase
ATCC700743_05959	CDS	762	srlR		COG1349	Glucitol operon repressor
ATCC700743_05960	CDS	1149	iolG_10	1.1.1.18		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
ATCC700743_05961	CDS	951	aes_3	3.1.1.-		Acetyl esterase
ATCC700743_05962	CDS	1035	rbsR_2		COG1609	Ribose operon repressor
ATCC700743_05963	CDS	954	kdgK_2	2.7.1.45		2-dehydro-3-deoxygluconokinase
ATCC700743_05964	CDS	1284	kbaZ		COG4573	D-tagatose-1,6-bisphosphate aldolase subunit KbaZ
ATCC700743_05965	CDS	792			COG4821	UPF0309 protein BH3325
ATCC700743_05966	CDS	771	yvoA_3		COG2188	HTH-type transcriptional repressor YvoA
ATCC700743_05967	CDS	876	bglK	2.7.1.85	COG1940	Beta-glucoside kinase
ATCC700743_05968	CDS	741				hypothetical protein
ATCC700743_05969	CDS	858	araQ_7		COG0395	L-arabinose transport system permease protein AraQ
ATCC700743_05970	CDS	933	lacF_9			Lactose transport system permease protein LacF
ATCC700743_05971	CDS	1272	msmE_2		COG1653	Multiple sugar-binding protein
ATCC700743_05972	CDS	1293				hypothetical protein
ATCC700743_05973	CDS	891	lacF_10			Lactose transport system permease protein LacF
ATCC700743_05974	CDS	864	araQ_8		COG0395	L-arabinose transport system permease protein AraQ
ATCC700743_05975	CDS	1176	pobA	1.14.13.2	COG0654	p-hydroxybenzoate hydroxylase
ATCC700743_05976	CDS	1053	pcaB	5.5.1.2	COG0015	3-carboxy-cis,cis-muconate cycloisomerase
ATCC700743_05977	CDS	615	pcaG	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase alpha chain
ATCC700743_05978	CDS	756	pcaH	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase beta chain
ATCC700743_05979	CDS	408				hypothetical protein
ATCC700743_05980	CDS	810	catD_2	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
ATCC700743_05981	CDS	918	gbpR_1			HTH-type transcriptional regulator GbpR
ATCC700743_05982	CDS	1317				hypothetical protein
ATCC700743_05983	CDS	741	lptB_10	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
ATCC700743_05984	CDS	729	livF_10		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
ATCC700743_05985	CDS	897	livH_10		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
ATCC700743_05986	CDS	1059				hypothetical protein
ATCC700743_05987	CDS	792	calA	1.1.1.194		Coniferyl-alcohol dehydrogenase
ATCC700743_05988	CDS	1446	vdh_1	1.2.1.67		Vanillin dehydrogenase
ATCC700743_05989	CDS	927	yphB_3		COG2017	Uncharacterized protein YphB
ATCC700743_05990	CDS	744	lutR_6		COG2186	HTH-type transcriptional regulator LutR
ATCC700743_05991	CDS	1728	araC_2	4.2.1.25		L-arabonate dehydratase
ATCC700743_05992	CDS	777		1.1.1.390		Sulfoquinovose 1-dehydrogenase
ATCC700743_05993	CDS	999				hypothetical protein
ATCC700743_05994	CDS	1026	potD_4		COG0687	Spermidine/putrescine-binding periplasmic protein
ATCC700743_05995	CDS	1104	potA_14	3.6.3.31	COG3842	Spermidine/putrescine import ATP-binding protein PotA
ATCC700743_05996	CDS	873	potB_8		COG1176	Spermidine/putrescine transport system permease protein PotB
ATCC700743_05997	CDS	801	ydcV_13			Inner membrane ABC transporter permease protein YdcV
ATCC700743_05998	CDS	1404		1.-.-.-	COG0277	Uncharacterized FAD-linked oxidoreductase Rv2280
ATCC700743_05999	CDS	1260			COG0683	Leu/Ile/Val-binding protein homolog 3
ATCC700743_06000	CDS	432				hypothetical protein
ATCC700743_06001	CDS	1056				hypothetical protein
ATCC700743_06002	CDS	354				hypothetical protein
ATCC700743_06003	CDS	489				hypothetical protein
ATCC700743_06004	CDS	735	mcbR_2		COG1802	HTH-type transcriptional regulator McbR
ATCC700743_06005	CDS	801	lptB_11	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
ATCC700743_06006	CDS	750	livF_11		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
ATCC700743_06007	CDS	909	livH_11		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
ATCC700743_06008	CDS	984				hypothetical protein
ATCC700743_06009	CDS	1305	puuB_6	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
ATCC700743_06010	CDS	657	mcbR_3		COG1802	HTH-type transcriptional regulator McbR
ATCC700743_06011	CDS	1305	gabT	2.6.1.19	COG0160	4-aminobutyrate aminotransferase GabT
ATCC700743_06012	CDS	1059	thrB_2	2.7.1.39		Homoserine kinase
ATCC700743_06013	CDS	1302	ylmB	3.5.1.-	COG0624	N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase
ATCC700743_06014	CDS	648				hypothetical protein
ATCC700743_06015	CDS	2715	malT			HTH-type transcriptional regulator MalT
ATCC700743_06016	CDS	1122		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
ATCC700743_06017	CDS	918	livH_12		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
ATCC700743_06018	CDS	987				hypothetical protein
ATCC700743_06019	CDS	705	lptB_12	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
ATCC700743_06020	CDS	702	livF_12		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
ATCC700743_06021	CDS	1170	amiC_4			Aliphatic amidase expression-regulating protein
ATCC700743_06022	CDS	1647	budB	2.2.1.6	COG0028	Acetolactate synthase, catabolic
ATCC700743_06023	CDS	903	dmlR_11			HTH-type transcriptional regulator DmlR
ATCC700743_06024	CDS	990	qorA_4	1.6.5.5	COG0604	Quinone oxidoreductase 1
ATCC700743_06025	CDS	294				hypothetical protein
ATCC700743_06026	CDS	984				hypothetical protein
ATCC700743_06027	CDS	552				hypothetical protein
ATCC700743_06028	CDS	1161	uctC_3	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
ATCC700743_06029	CDS	1164				hypothetical protein
ATCC700743_06030	CDS	840				hypothetical protein
ATCC700743_06031	CDS	786				hypothetical protein
ATCC700743_06032	CDS	1320				hypothetical protein
ATCC700743_06033	CDS	954				hypothetical protein
ATCC700743_06034	CDS	867	sugB_8		COG0395	Trehalose transport system permease protein SugB
ATCC700743_06035	CDS	1098	ugpC_19	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
ATCC700743_06036	CDS	1113	Vejaci	5.5.1.25	COG4948	3,6-anhydro-alpha-L-galactonate cycloisomerase
ATCC700743_06037	CDS	330	rhaM_1	5.1.3.32		L-rhamnose mutarotase
ATCC700743_06038	CDS	1077				hypothetical protein
ATCC700743_06039	CDS	453	paaZ		COG2030	Bifunctional protein PaaZ
ATCC700743_06040	CDS	1014				hypothetical protein
ATCC700743_06041	CDS	1002	doeB_1	3.5.1.125	COG3608	N-alpha-acetyl-L-2,4-diaminobutyric acid deacetylase
ATCC700743_06042	CDS	1179	doeA_3	3.5.4.44	COG0006	Ectoine hydrolase
ATCC700743_06043	CDS	993	arcB_2	1.5.1.49		Delta(1)-pyrroline-2-carboxylate reductase
ATCC700743_06044	CDS	993	tdcB	4.3.1.19		L-threonine dehydratase catabolic TdcB
ATCC700743_06045	CDS	780	maiA_1	5.2.1.1		Maleate isomerase
ATCC700743_06046	CDS	660	tcyB_1		COG0765	L-cystine transport system permease protein TcyB
ATCC700743_06047	CDS	660	yecS_6		COG0765	L-cystine transport system permease protein YecS
ATCC700743_06048	CDS	852	fliY_6		COG0834	L-cystine-binding protein FliY
ATCC700743_06049	CDS	786	artM		COG1126	Arginine transport ATP-binding protein ArtM
ATCC700743_06050	CDS	1386	norG_2		COG1167	HTH-type transcriptional regulator NorG
ATCC700743_06051	CDS	522	lrp_14		COG1522	Leucine-responsive regulatory protein
ATCC700743_06052	CDS	1494	gabD_3	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
ATCC700743_06053	CDS	1380	spuC_6	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
ATCC700743_06054	CDS	1104	ccrA2	1.3.1.86	COG0604	Crotonyl-CoA reductase
ATCC700743_06055	CDS	1497	hutH_4	4.3.1.3	COG2986	Histidine ammonia-lyase
ATCC700743_06056	CDS	1071				hypothetical protein
ATCC700743_06057	CDS	1440	pdxB_2	1.1.1.290		Erythronate-4-phosphate dehydrogenase
ATCC700743_06058	CDS	1347	abo_10	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
ATCC700743_06059	CDS	1857		3.6.3.-		Putative multidrug export ATP-binding/permease protein SA1683
ATCC700743_06060	CDS	1896			COG1132	Uncharacterized ABC transporter ATP-binding protein TM_0288
ATCC700743_06061	CDS	1446	hsrA_4			Probable transport protein HsrA
ATCC700743_06062	CDS	330				hypothetical protein
ATCC700743_06063	CDS	318				hypothetical protein
ATCC700743_06064	CDS	783	cmpD_2	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
ATCC700743_06065	CDS	864				hypothetical protein
ATCC700743_06066	CDS	1008				hypothetical protein
ATCC700743_06067	CDS	1305				hypothetical protein
ATCC700743_06068	CDS	732	yvoA_4		COG2188	HTH-type transcriptional repressor YvoA
ATCC700743_06069	CDS	1026	gutB_2	1.1.1.14	COG1063	Sorbitol dehydrogenase
ATCC700743_06070	CDS	1323	hisD_2	1.1.1.23		Histidinol dehydrogenase
ATCC700743_06071	CDS	774	fabG_18	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
ATCC700743_06072	CDS	1089	hisC_6	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
